640 12800
112 -82 597 
460 103 198 
-179 507 80 
-551 -58 -391 
-298 602 304 
295 355 341 
72 -63 219 
-473 -85 602 
432 385 -380 
-636 32 382 
-223 324 71 
483 596 186 
378 345 -13 
8 487 -412 
96 354 -636 
-624 -479 373 
584 -107 401 
-454 627 35 
122 -440 518 
-478 133 -404 
-613 -255 -222 
274 325 455 
-113 201 -359 
144 351 -291 
-202 608 573 
-302 -240 -34 
35 79 -1 
518 -212 48 
259 -180 -532 
-119 -569 383 
-291 219 -121 
474 -166 -236 
-187 -118 -192 
-331 392 -346 
-77 -594 -13 
-599 -478 -73 
403 -93 -347 
-229 225 474 
102 -263 -340 
-263 91 92 
-331 62 500 
588 -548 -478 
-567 484 -435 
582 282 355 
-534 470 342 
360 147 -268 
-67 -136 566 
109 318 493 
-162 470 335 
476 -123 507 
254 -479 334 
-47 500 116 
518 639 -309 
-294 -595 -128 
-302 -356 -495 
-489 91 -454 
190 418 639 
602 471 628 
-77 -155 -39 
-179 -538 -333 
496 474 -394 
36 443 234 
458 432 -164 
8 -291 15 
-165 -592 -585 
572 539 -632 
531 -21 -278 
197 -88 446 
630 71 -386 
-23 143 80 
601 -65 -569 
310 -467 160 
481 243 -128 
-263 6 -154 
-338 -420 -340 
-457 -451 71 
110 226 522 
545 -578 608 
-126 577 -171 
-376 297 -454 
-19 540 -240 
-494 597 -420 
-359 579 110 
87 -586 -416 
396 144 350 
406 239 -176 
593 -123 -272 
-614 175 170 
-592 -19 132 
317 -387 -46 
517 334 345 
-311 -368 -188 
-547 -415 523 
-451 430 462 
-206 182 -387 
-538 153 -411 
364 447 304 
-491 -359 62 
-136 348 -349 
-578 577 -290 
-491 -236 -107 
469 362 -433 
517 -157 -291 
396 379 -544 
-340 597 350 
134 -187 -209 
-128 -528 200 
71 -505 -604 
-528 260 -105 
545 103 -212 
74 -488 49 
100 -311 -399 
49 -595 344 
-152 41 -84 
243 510 379 
254 -614 -136 
483 601 14 
-207 295 -548 
480 403 413 
487 62 12 
-180 153 274 
-428 258 374 
117 -176 150 
129 -284 14 
-363 96 175 
195 -594 100 
501 -604 -267 
628 -222 -592 
112 377 -564 
184 -265 497 
398 110 225 
99 577 -94 
97 239 -151 
-272 -457 18 
541 60 51 
-415 493 500 
-415 430 -50 
-509 385 631 
-567 132 -13 
329 418 -386 
241 96 -415 
-73 -394 204 
-445 142 -158 
-473 -429 -333 
554 -508 -236 
11 -119 522 
-104 344 312 
563 419 5 
102 259 -262 
-287 -441 617 
18 365 603 
377 531 362 
-43 549 208 
-237 -561 261 
388 606 -33 
582 -272 195 
-85 329 -266 
5 -66 18 
-380 -367 38 
354 626 -309 
401 -268 78 
-63 -482 385 
-123 360 -191 
403 -59 -311 
-88 -613 32 
242 -183 531 
48 -61 -47 
-1 -287 430 
8 -52 35 
414 218 450 
-291 274 -104 
145 -359 -39 
577 364 -465 
341 385 382 
-165 35 -526 
-113 410 4 
355 -381 -411 
-428 -93 -592 
334 523 468 
-624 90 215 
-331 377 627 
500 297 273 
373 219 464 
-81 -585 377 
282 -207 -181 
150 -621 -546 
600 -315 -128 
-536 186 458 
210 -616 -13 
53 260 504 
463 -454 -637 
129 -551 -311 
14 234 -105 
-278 201 -23 
-84 175 103 
327 200 -622 
439 545 10 
-333 542 -301 
-255 221 -532 
-123 -372 -311 
-94 575 513 
-546 4 -135 
390 352 -22 
-381 -512 -29 
442 365 -158 
-315 444 425 
-130 611 -222 
-454 514 530 
539 524 -416 
477 385 634 
-203 618 -529 
253 345 233 
-490 360 -546 
-291 38 72 
-247 -633 -415 
303 501 149 
325 -302 514 
-188 142 -202 
213 -367 134 
-613 -262 -466 
468 -633 -604 
303 -294 184 
-302 -152 -532 
-65 -168 574 
-108 -368 160 
-595 -586 389 
385 539 327 
-40 -77 185 
-387 -194 -89 
455 -633 -131 
558 -286 458 
-130 557 345 
167 -567 -560 
114 96 97 
-86 -104 139 
401 362 303 
-268 269 -250 
-229 419 -229 
-508 -181 200 
-424 -214 565 
-199 248 132 
-82 215 -452 
-68 354 100 
-181 -203 -356 
97 226 -346 
639 -635 545 
343 -370 253 
-412 200 156 
-162 200 -346 
147 501 127 
322 -509 -291 
-266 565 -454 
-424 588 352 
522 228 -118 
-424 -349 -93 
-552 468 69 
502 389 170 
96 -181 2 
-440 -340 219 
122 53 254 
-314 186 469 
-181 -287 -21 
402 -240 -86 
-417 -157 565 
-66 484 -416 
-176 -136 390 
590 358 156 
-559 400 351 
234 -214 204 
574 -340 577 
-309 200 -532 
201 91 18 
-54 -537 49 
-1 419 -288 
-511 -568 390 
-77 -17 556 
-181 142 -431 
-203 -589 -571 
-294 6 -212 
-367 -594 -494 
-585 460 -262 
132 596 432 
464 -431 -495 
109 -279 -595 
-21 201 -28 
-192 -300 -404 
-262 -179 7 
-411 275 -437 
-308 -294 -356 
375 37 -108 
345 -191 426 
-39 572 57 
-595 344 -508 
-599 -214 -528 
161 -635 -216 
76 -235 -632 
-189 273 439 
334 -538 382 
519 -346 -165 
160 -126 469 
227 49 -594 
-300 -445 305 
-152 -165 -412 
-17 471 468 
-85 -118 -31 
601 295 581 
-415 -546 220 
464 42 628 
410 468 -415 
-162 611 583 
-207 -376 -553 
111 335 -571 
150 11 246 
116 403 -309 
-614 -445 -235 
153 517 -94 
-272 461 -240 
-567 5 -278 
455 69 69 
374 -104 -368 
-155 -255 439 
-420 24 533 
-47 142 186 
446 -429 631 
-313 -172 -121 
-266 -265 487 
99 -636 109 
487 -203 355 
42 -525 -488 
-162 518 145 
600 414 -131 
-412 -516 610 
-174 369 -173 
254 248 -267 
-77 -607 -515 
228 92 527 
-240 -194 -314 
-529 -391 634 
254 -217 542 
87 98 443 
593 618 92 
563 351 -93 
-70 507 4 
-121 -314 243 
-569 -559 -331 
218 -437 -23 
-489 -320 371 
-34 468 -509 
204 35 -194 
-168 572 -637 
-121 -323 239 
-104 403 97 
-216 -640 -416 
483 281 535 
-21 361 16 
-166 344 365 
-115 228 132 
360 -422 233 
-199 -29 388 
98 -262 -88 
484 -433 117 
-564 -349 -424 
343 -636 -279 
-372 -466 -472 
259 443 -635 
159 425 556 
580 -293 455 
-23 446 500 
-625 575 -26 
-491 453 -118 
-407 468 419 
-191 524 163 
-217 -336 485 
87 493 600 
76 -459 281 
32 468 -560 
393 -619 25 
383 501 49 
-595 -93 220 
-187 344 228 
-336 103 499 
-50 447 419 
305 11 18 
408 533 -172 
-168 -222 -209 
554 219 252 
-567 258 -223 
-547 264 -478 
-505 443 32 
557 -169 -491 
102 18 -465 
-137 -467 8 
460 142 -279 
4 -309 -604 
303 600 402 
226 127 -229 
-431 549 403 
396 226 8 
630 160 602 
524 443 15 
579 7 383 
500 147 252 
74 -635 574 
122 160 -553 
-244 221 -207 
56 -465 -512 
254 32 -155 
-115 -632 -287 
-616 -255 587 
365 634 -230 
361 -376 -417 
518 -429 243 
397 317 -251 
-612 400 -64 
-459 71 303 
92 602 245 
581 -333 627 
153 -434 -130 
432 -26 -637 
147 518 213 
-612 587 -104 
432 -262 35 
506 -152 345 
483 513 483 
-467 -412 -207 
-157 11 175 
273 -505 418 
-113 497 -503 
406 -567 -495 
628 110 -212 
-255 303 425 
-230 -424 80 
-279 322 258 
-121 341 540 
-629 -561 521 
-205 -526 506 
396 477 241 
-314 477 -551 
170 -83 56 
556 -323 -148 
-285 273 224 
-457 -589 -196 
-26 281 80 
523 398 36 
383 129 281 
-516 573 -288 
51 -151 -465 
350 80 -113 
318 160 373 
-381 245 -486 
-46 582 -105 
584 15 406 
38 35 6 
-333 312 -262 
-265 -64 -61 
342 -176 -3 
150 204 305 
14 -104 -194 
539 -525 -199 
208 358 -451 
375 -67 -238 
-247 -323 -286 
-381 -267 -188 
97 248 -113 
-475 406 -13 
-561 -391 348 
-537 -54 -235 
-421 -211 -475 
225 36 -438 
481 -586 -333 
-515 504 -105 
-291 -1 -508 
-105 442 275 
204 99 501 
-433 -166 -494 
218 80 563 
-309 -68 -330 
-459 303 253 
124 -560 -199 
-293 274 -486 
-370 -479 159 
-438 432 -633 
483 225 461 
-440 -359 177 
-376 499 402 
-399 -34 -166 
-490 584 463 
-359 -357 -47 
273 -415 -268 
-61 -251 -263 
-547 -77 -164 
-391 -525 -357 
204 97 542 
-394 297 190 
149 608 -148 
557 -570 -255 
-548 -372 139 
-340 100 -13 
-94 51 -123 
497 296 78 
504 588 402 
600 185 -308 
-550 190 -314 
-39 -311 378 
-290 565 -491 
-570 -490 -562 
-212 -119 583 
-478 608 572 
-599 371 -89 
-316 -104 484 
-236 -380 -404 
-616 233 582 
-625 341 -205 
540 -294 -576 
-472 -205 -229 
554 -314 498 
-479 -162 51 
-550 145 -491 
-594 375 -22 
-607 374 463 
-283 144 -599 
497 -290 -619 
-370 -214 -135 
577 497 -291 
-367 -59 163 
-621 -330 334 
455 -309 -123 
492 339 480 
-366 -85 -250 
-309 418 -309 
-206 522 575 
-283 549 -66 
-67 -128 10 
-155 -368 -166 
-171 -599 -166 
62 -560 -216 
184 198 401 
385 177 -45 
378 142 -202 
32 98 159 
127 9 7 
369 8 606 
-193 51 138 
579 -640 510 
521 -370 -65 
-417 383 -77 
329 -174 501 
-568 436 322 
410 242 -340 
-452 264 274 
-85 -251 -457 
97 430 -27 
-472 -180 -320 
608 -128 74 
470 620 464 
627 541 -494 
382 627 317 
-171 -525 184 
-230 -113 -571 
14 -40 -332 
-217 226 -332 
-548 185 190 
-585 -332 -151 
-488 -548 25 
-84 -528 274 
201 -394 241 
-187 -604 -633 
-211 -152 -526 
143 91 163 
-214 -119 328 
-19 -68 -141 
274 514 352 
-283 545 160 
354 -211 -94 
481 261 -547 
-622 360 -47 
-235 4 -203 
11 325 -151 
-222 -562 -288 
-130 24 -357 
-265 150 -247 
-155 69 117 
5 496 -290 
-544 -561 4 
224 -552 -31 
-137 -561 563 
-255 -155 -181 
530 388 587 
-589 292 -347 
-366 -635 -188 
257 -176 527 
208 483 -384 
-289 -613 -280 
4 221 -488 
-171 484 310 
-448 184 502 
101 -562 582 
-589 147 -338 
-503 558 161 
-431 343 -29 
501 -595 -172 
87 -594 -283 
462 25 365 
630 -81 -570 
361 543 -171 
329 37 -29 
-136 393 -244 
-301 -31 581 
-237 620 -609 
-635 358 -131 
413 518 149 
38 402 -424 
-256 388 -472 
-45 -155 -61 
327 226 510 
527 32 406 
37 469 402 
542 -249 -52 
325 530 450 
-136 -561 138 
14 -526 110 
-482 498 -448 
584 425 -58 
78 -207 -380 
374 -528 150 
-619 7 324 
161 -546 -359 
-89 185 -50 
30 117 572 
-34 -85 303 
48 38 620 
-547 419 -638 
348 134 -23 
42 153 496 
-206 -544 204 
243 -176 -386 
-290 418 617 
-61 634 369 
-266 554 -411 
-552 554 -635 
-636 360 -83 
-302 510 78 
80 -300 597 
572 362 38 
-633 -309 -107 
462 419 397 
246 -88 471 
111 -386 462 
390 282 -148 
-412 91 326 
-31 527 80 
143 197 -136 
-636 -211 321 
328 487 -280 
-448 389 -168 
-284 -236 318 
575 -435 -381 
-238 -174 -93 
-298 -621 -154 
116 -567 453 
297 -614 -489 
258 234 419 
610 48 510 
-222 361 -169 
246 554 -490 
-73 -236 -635 
-108 35 -104 
351 -412 617 
-119 -621 281 
-77 -621 239 
-399 8 425 
-77 -347 215 
631 593 -157 
-238 -621 -534 
304 573 565 
-440 500 379 
405 -532 37 
-621 -555 447 
539 -137 143 
-137 -550 -433 
261 -478 -473 
-589 487 132 
277 364 -300 
-216 -314 109 
-294 -205 120 
253 -633 611 
-637 -302 220 
-300 72 226 
499 -599 -189 
-67 226 481 
-21 312 496 
241 400 -612 
549 215 -52 
-52 461 103 
397 603 116 
627 344 -298 
-289 530 257 
608 403 224 
-68 403 -188 
-589 -64 111 
-349 446 588 
-196 12 -569 
-457 -288 -3 
310 -591 -176 
-595 590 -47 
9 -614 -231 
-629 -83 134 
627 442 -473 
-194 -55 549 
354 343 -21 
-13 7 601 
628 -534 243 
226 -155 163 
-435 -130 353 
500 225 439 
-196 -203 -27 
447 -309 37 
42 -636 455 
-529 -564 -537 
-472 150 513 
405 -75 343 
317 -283 -131 
-222 -525 -332 
297 210 406 
-104 226 281 
-137 159 -347 
-451 -154 631 
-311 -445 597 
-599 -404 334 
-445 -516 -272 
-320 -456 385 
-636 319 344 
446 -166 76 
-465 18 590 
-529 334 474 
-454 474 -452 
-52 631 373 
-293 -340 414 
-209 -472 443 
-280 504 -231 
-489 341 549 
-308 -27 5 
351 -301 275 
5 -578 -135 
221 519 378 
5 -130 159 
-75 -146 -516 
379 -495 149 
-205 -267 76 
-289 -589 24 
11 608 539 
117 402 -265 
-146 -404 492 
506 281 260 
-489 -512 364 
-366 30 522 
334 -286 517 
161 111 248 
453 513 510 
-217 -174 97 
403 -427 530 
-323 -509 476 
144 450 -417 
-293 -467 -284 
-46 -250 -262 
-206 410 -47 
69 -294 -309 
-423 -490 80 
153 62 408 
49 588 -29 
-614 60 -235 
72 474 -118 
601 8 -308 
227 95 575 
361 109 362 
351 215 498 
306 208 371 
-231 535 -367 
393 -598 -431 
259 -537 269 
109 259 -548 
-162 254 334 
53 579 -333 
-635 127 195 
501 628 -435 
-164 -445 -448 
-172 41 -571 
-270 103 517 
-438 574 102 
458 -357 -491 
-569 -614 461 
-456 -146 -399 
226 389 269 
197 127 557 
-595 341 402 
-165 597 -52 
-624 -54 -429 
-407 306 -633 
-199 -349 325 
277 190 274 
-34 504 221 
97 379 -564 
-440 -473 -569 
-237 539 557 
-231 264 -34 
-65 -209 246 
-309 -33 -495 
480 129 159 
444 224 133 
48 -118 602 
471 -313 487 
455 518 -457 
-265 -479 177 
-338 329 -298 
-333 327 556 
-194 232 -591 
-66 102 -569 
221 -88 379 
563 -82 469 
-193 520 102 
-251 -451 -81 
-251 530 145 
-594 -486 -39 
485 405 -46 
-457 413 79 
-285 -205 -386 
602 -448 234 
-347 -54 557 
329 163 -568 
-278 354 -152 
32 -489 514 
-411 -537 -22 
-81 -380 -84 
463 -164 583 
-367 533 449 
601 -294 -589 
-203 -311 -194 
577 -137 8 
277 535 -230 
317 226 198 
-288 -262 49 
-381 419 -308 
379 -174 -230 
11 -131 -250 
15 201 -415 
200 408 518 
383 474 76 
425 -135 69 
239 96 -251 
-81 328 117 
-104 297 -490 
-212 -479 -294 
69 232 442 
-448 462 273 
-592 354 227 
306 533 -415 
25 12 -271 
-381 -255 430 
414 -73 -546 
213 398 455 
-136 -17 563 
16 563 -31 
-26 -323 277 
395 -421 554 
-605 87 312 
261 -46 -249 
-266 48 -609 
507 -429 352 
-486 122 -300 
470 348 425 
-268 -106 -94 
38 -27 -154 
496 -77 32 
-212 -564 392 
-394 243 603 
-532 -433 413 
-207 48 -173 
-486 413 -457 
393 143 -490 
-503 306 574 
220 -559 527 
601 100 352 
-212 -64 378 
-416 71 -429 
371 -173 -286 
-332 408 116 
-300 602 393 
87 -148 99 
-547 -283 -68 
-77 -308 -266 
-285 403 245 
-188 -289 402 
-534 111 321 
7 -59 392 
42 628 -205 
-613 485 139 
477 -119 358 
-437 527 218 
79 -427 -108 
241 322 -316 
-302 395 373 
175 276 539 
500 -320 114 
540 274 -526 
540 -283 91 
573 326 530 
25 -59 -206 
-284 545 449 
-44 198 -290 
364 -86 -194 
264 577 -289 
-384 -136 -231 
-595 556 186 
626 305 484 
-93 -570 -534 
-223 519 103 
582 -50 -330 
-505 -614 -199 
258 -222 -151 
-560 190 -169 
-387 -316 -368 
-417 -323 426 
-94 610 379 
557 -433 396 
474 -434 468 
184 543 274 
510 12 405 
145 -192 -528 
319 -231 306 
396 -562 335 
-526 -22 -435 
617 185 506 
218 221 -85 
485 60 -338 
358 601 190 
-465 -367 -183 
204 -331 460 
2 374 -135 
499 -411 -619 
145 74 530 
228 -386 197 
-287 90 -271 
606 245 30 
470 4 -256 
379 463 253 
133 339 -34 
-85 -427 -26 
580 -44 519 
91 -333 -28 
565 464 -207 
522 124 -548 
-126 -585 620 
18 -387 393 
449 -279 129 
14 334 24 
-490 474 170 
232 -73 474 
626 -83 242 
-491 -70 5 
-191 49 260 
-495 -349 18 
-209 492 -488 
419 362 -438 
542 264 11 
-288 449 521 
-546 -435 87 
397 530 306 
-640 317 318 
483 385 373 
-598 -34 -359 
-286 10 506 
-19 -607 401 
397 275 324 
-368 296 -359 
549 307 57 
-223 -594 -68 
-107 -459 96 
318 24 -578 
-34 306 573 
310 87 -637 
590 -636 581 
-422 339 -411 
-511 -77 -121 
-359 393 -131 
317 72 246 
-616 -216 -302 
-173 -66 -108 
418 -229 -594 
-567 -84 116 
208 -285 -141 
-435 -505 617 
-526 246 310 
-148 -131 -300 
-516 601 87 
-84 153 324 
-546 -308 87 
339 150 18 
122 -54 261 
-561 -279 593 
-526 -146 -516 
-367 254 -457 
-562 -346 129 
-255 184 554 
519 -433 -363 
-89 631 596 
36 608 -189 
-479 -313 498 
57 -115 -171 
-482 -75 388 
425 -166 -489 
-508 -126 492 
282 234 -592 
-169 388 527 
-465 -569 254 
414 -119 -284 
-230 -88 114 
129 627 -70 
628 502 96 
388 -266 -457 
80 -119 335 
-176 554 -191 
-28 -488 -359 
-148 443 -503 
542 405 -380 
200 353 408 
617 -551 -23 
-205 351 581 
-503 545 501 
-106 -205 -77 
403 -293 -279 
382 345 204 
-247 71 95 
413 -525 -475 
-191 581 541 
409 276 582 
269 -548 413 
446 -237 530 
-505 -421 -155 
-55 -194 446 
221 396 540 
178 369 -55 
419 -428 -347 
-336 234 -244 
-104 587 120 
575 133 -300 
-301 132 -478 
-612 -604 -94 
432 485 575 
41 -118 242 
-75 530 408 
402 584 277 
-137 563 -115 
-70 -423 409 
-229 -207 -107 
498 -113 69 
-330 -236 -564 
276 523 -338 
514 -564 -209 
-65 -505 377 
36 -412 597 
514 500 496 
-429 455 -550 
142 593 14 
-128 122 398 
-332 -23 -183 
355 -459 -421 
-291 156 535 
116 -196 -571 
297 71 518 
-552 -423 253 
48 -585 69 
572 -158 364 
-236 -43 377 
481 -3 499 
606 352 8 
-591 354 -23 
-421 -121 38 
-629 -250 -94 
99 -598 317 
312 5 184 
90 -478 -550 
497 129 -155 
572 327 -503 
295 -158 506 
243 -532 -435 
439 -285 -284 
-621 -619 215 
-301 -229 12 
484 -212 543 
-302 -624 71 
282 492 175 
177 373 72 
405 617 99 
257 -118 574 
-146 -29 48 
-604 -526 -559 
-591 220 485 
-250 -564 7 
-376 -266 -636 
-570 -529 -420 
-550 49 390 
274 -270 -441 
-223 350 -438 
78 487 329 
147 -370 582 
-237 -59 469 
53 -479 305 
-503 611 -525 
170 406 -399 
-589 603 390 
254 200 393 
-17 -550 41 
-452 -570 -271 
-130 447 -331 
312 -157 335 
-151 -488 49 
-283 -230 -330 
147 -448 184 
365 326 -180 
397 147 630 
-230 18 -217 
-93 -270 215 
-130 -472 112 
-561 79 -394 
519 72 261 
-445 390 334 
260 6 -77 
147 -64 -526 
-108 -52 -429 
-3 76 575 
-237 14 392 
-417 -126 342 
90 -336 282 
-21 540 396 
-637 20 342 
-550 -236 133 
574 480 -363 
133 100 406 
521 79 498 
-333 581 -629 
15 -26 -174 
541 175 -509 
-93 626 -278 
-624 269 -320 
92 -598 296 
545 -595 295 
62 398 -340 
572 -31 -386 
139 402 -244 
248 101 -381 
-438 364 150 
-140 413 -40 
-58 322 -438 
-491 -422 204 
-128 -616 103 
419 -615 185 
354 -547 -528 
-107 327 -637 
-616 -23 -512 
628 -13 281 
99 -81 -192 
38 114 -538 
-130 392 163 
306 -262 62 
-384 150 496 
95 413 96 
-43 -301 208 
-17 -287 573 
218 603 -59 
-88 20 -433 
-438 200 274 
388 -104 507 
91 409 517 
-544 -585 71 
-330 -75 -616 
-119 354 -229 
474 145 -188 
-367 -411 -332 
455 -486 129 
-440 474 484 
-77 305 -309 
-356 62 80 
-332 -559 96 
78 -123 -29 
-456 -187 -456 
-381 -633 590 
-473 -173 521 
587 -591 -83 
-585 -391 -19 
439 -66 -183 
-192 -40 307 
-209 596 -52 
38 178 335 
-77 -61 444 
606 246 32 
581 533 254 
-509 -472 -635 
-83 -29 324 
507 -169 149 
597 -529 -196 
201 565 -589 
425 72 -146 
2 390 -424 
388 296 99 
7 -135 69 
402 -54 -94 
362 425 208 
353 -13 406 
-494 579 -488 
379 517 -174 
-570 -82 69 
219 397 -427 
514 -381 334 
-61 281 -372 
-404 603 -302 
-372 -231 -525 
-301 319 392 
426 -495 -386 
-440 545 -40 
-370 133 -61 
-285 -249 100 
239 -560 78 
-607 321 -427 
574 -311 -270 
-40 41 147 
79 224 481 
-440 -346 -633 
500 -13 -637 
617 -525 -298 
-528 588 -313 
125 305 -64 
549 -320 275 
449 7 -475 
-84 579 588 
-636 -54 -578 
53 -454 10 
78 455 523 
596 -113 -22 
-623 -63 -511 
-330 549 -244 
-155 274 295 
-423 -488 -526 
513 90 -440 
393 49 322 
-105 -515 -435 
167 -347 502 
-47 -168 501 
-279 -482 -68 
-536 579 -609 
246 134 364 
-212 -571 610 
350 95 574 
-333 -308 -67 
208 -33 631 
227 409 30 
575 453 -67 
20 322 134 
617 -486 -622 
38 524 -427 
543 -614 345 
-286 -107 -271 
593 -576 -52 
-411 87 527 
-568 588 56 
402 48 -338 
375 -3 252 
-635 342 -366 
127 269 91 
243 558 -229 
-612 -376 501 
533 -349 198 
144 -176 -609 
-309 138 57 
364 461 524 
-637 252 18 
-43 463 -616 
139 -424 30 
-256 310 -367 
273 248 14 
200 -33 -336 
-567 405 -302 
-271 177 334 
282 221 353 
-157 -359 -265 
200 -623 -473 
-86 -66 5 
436 487 -205 
92 -196 -511 
307 -44 378 
-191 580 -363 
-284 -605 588 
-229 -211 -332 
51 170 540 
-621 -367 228 
114 -534 -247 
-417 -262 500 
-238 -148 593 
-454 208 41 
343 -126 579 
-202 -495 -266 
341 -569 201 
110 25 -55 
273 100 224 
190 522 -168 
324 540 -488 
109 -283 -214 
-52 -188 -45 
-555 -571 480 
409 -21 -366 
319 145 -399 
-58 -59 530 
504 -420 282 
596 -104 510 
-503 159 513 
53 -108 -1 
117 500 514 
341 593 213 
-491 -315 317 
-203 611 388 
-370 -21 631 
243 -137 563 
-607 -68 -489 
-302 531 204 
442 375 -272 
-283 436 610 
102 455 153 
295 264 379 
182 371 540 
-188 -266 355 
487 -386 -272 
-567 213 -118 
392 -536 543 
-347 -141 -532 
326 -268 400 
600 -119 -283 
295 -187 -459 
493 -494 111 
481 -595 132 
-115 2 306 
-77 132 -330 
-59 542 -291 
410 24 558 
-489 -289 69 
-478 484 469 
574 -330 378 
-166 369 -386 
455 579 37 
-571 597 498 
-298 -196 -187 
274 -589 -624 
-157 -188 -192 
-267 16 -59 
481 -169 492 
204 -168 218 
-34 -279 419 
-187 -640 14 
-440 -230 324 
133 339 500 
-256 97 -594 
-363 260 521 
402 -64 160 
-441 -613 -211 
57 -551 -256 
-525 572 -207 
91 53 -415 
618 443 -146 
436 572 -189 
-384 -86 -359 
389 378 362 
-421 -152 325 
408 -448 296 
178 453 344 
142 -64 507 
-34 -223 -528 
-128 204 353 
343 224 392 
324 426 248 
-315 122 587 
542 -473 -604 
-230 329 -595 
305 -452 639 
-347 103 -567 
182 398 -126 
305 -585 501 
634 -61 -203 
71 225 -302 
565 -440 590 
334 470 324 
-308 233 344 
-394 -544 62 
476 -155 608 
631 535 -202 
-555 627 243 
-298 -104 439 
-544 -488 190 
246 -368 -216 
-391 98 513 
-106 264 60 
345 -482 -278 
122 -123 522 
220 -391 485 
79 296 103 
-424 -381 -157 
583 -171 -429 
409 -571 573 
11 -302 102 
-155 -240 -294 
432 419 -570 
-576 -512 116 
-212 282 -207 
519 -428 -349 
-222 133 170 
-629 -528 -251 
577 520 79 
506 -265 501 
627 -199 402 
90 -77 -45 
-154 480 -238 
-399 -183 554 
-115 -249 -333 
545 -169 -349 
497 -287 -230 
204 -289 198 
133 533 -457 
62 -536 -553 
-301 -525 444 
476 -529 254 
549 96 -64 
383 -503 -404 
-230 -404 245 
186 -526 483 
364 -438 160 
49 521 502 
-525 353 92 
606 -532 -123 
542 -368 227 
462 305 145 
443 -268 -475 
-43 274 355 
10 -191 350 
-244 -591 507 
373 510 584 
-609 436 -528 
530 -46 -164 
-298 -3 -411 
-308 -279 -451 
-88 -113 373 
-123 -452 -294 
-77 -459 341 
382 -105 -466 
-467 -424 517 
493 -349 114 
112 -85 299 
358 354 175 
406 563 -291 
35 295 -271 
630 -316 430 
163 -561 -211 
-237 -222 117 
583 248 -633 
-189 318 24 
-229 145 348 
8 606 -293 
497 593 -528 
-31 -632 -206 
533 -238 -592 
-183 519 -347 
-615 470 620 
-26 -75 -46 
261 -107 -635 
246 -40 -309 
-34 -599 32 
-546 -119 -158 
556 382 304 
-532 195 362 
-75 116 -61 
-268 -438 -65 
-192 109 -28 
408 -237 470 
253 -137 -136 
-613 352 -126 
97 410 471 
-283 506 630 
530 530 277 
-454 161 -154 
-137 -526 453 
-323 4 295 
-280 497 397 
-247 116 344 
-158 455 -391 
153 -495 224 
80 527 -559 
344 241 390 
258 -465 -231 
-222 -451 -54 
579 -489 -290 
-26 103 292 
603 -265 -451 
-65 -429 319 
563 -607 446 
-289 383 -466 
355 101 -118 
397 -613 474 
375 242 -247 
-59 42 114 
558 -586 -576 
305 -491 -445 
-158 -59 468 
-595 -294 112 
-194 606 20 
-349 378 139 
470 322 -164 
149 -337 377 
-349 371 -459 
2 460 -196 
-338 -255 -289 
9 -490 125 
324 -271 242 
-586 540 639 
303 110 -452 
450 464 226 
178 190 -121 
-26 545 -151 
-479 -168 510 
-336 -380 -55 
450 98 371 
-404 224 245 
492 -176 -180 
-482 -33 307 
-34 72 -331 
418 -148 -586 
-268 344 -616 
-315 400 -529 
37 -148 -538 
600 -415 156 
483 -70 540 
-107 -316 -86 
-107 227 -529 
-553 198 18 
134 521 -526 
498 342 324 
-13 464 -173 
620 369 8 
582 277 -562 
-240 -189 -592 
-437 -473 -236 
504 16 -547 
228 -249 156 
-544 319 -135 
-629 -235 261 
522 -391 408 
-478 -315 213 
-534 -31 -561 
334 -263 317 
-381 -555 116 
-268 593 -441 
-152 120 57 
-27 566 -128 
606 -29 -363 
-176 -293 170 
-174 -123 69 
109 -244 481 
-479 -105 430 
175 -331 -22 
348 -266 -121 
582 563 -211 
-427 177 -94 
-636 -206 426 
371 596 281 
-59 56 -615 
-284 406 -495 
-512 492 -29 
-411 470 458 
15 295 360 
-440 -26 -594 
584 -456 144 
388 -146 400 
-367 -359 410 
402 97 -331 
-291 -529 519 
-613 405 575 
149 513 -181 
-68 5 527 
-55 -231 510 
-515 540 -407 
-598 597 400 
634 499 12 
408 -82 245 
57 -473 507 
218 7 554 
-3 -119 -564 
-128 156 -211 
-427 246 -196 
-300 -168 469 
-624 69 -349 
-512 328 -598 
219 -293 355 
496 -152 -33 
-270 358 -331 
492 345 -26 
-417 329 -244 
243 -357 361 
464 299 178 
-39 -637 -121 
325 -289 442 
-331 37 -244 
-457 -187 -214 
-59 -475 361 
186 153 318 
167 474 470 
493 -494 125 
401 127 -298 
419 306 -503 
-338 -212 258 
-294 -106 447 
-415 -157 -552 
-113 344 125 
2 492 -448 
273 379 102 
100 603 519 
492 410 -490 
76 -164 -244 
-26 -203 -26 
80 -17 -428 
-367 90 379 
32 461 220 
51 -172 -85 
200 96 521 
198 -640 572 
177 -298 -525 
-61 261 239 
-595 -604 464 
-576 355 410 
264 -207 185 
-560 253 95 
-553 11 -614 
557 -537 -217 
-621 -330 -250 
-93 319 533 
269 -279 513 
413 -166 410 
-1 -366 -632 
540 102 -491 
-271 517 143 
425 -193 57 
442 -428 -509 
-29 543 282 
184 492 -67 
439 -290 -179 
-284 -467 -164 
274 -509 -437 
462 -536 117 
575 -64 436 
577 -528 400 
